filename,tau,delta_p,dP_L,v,mu,rho,d,phi,f,Re_p,f_ergun,steps,converged,stalled
ergun_full_phi0.150_d6_Re2.7e+02,,,5956.872785565595,7.75950938750803,0.1666567055,1.0,6,0.15,593.6097834681766,279.3590344016982,555.6864097787346,0,True,False
ergun_full_phi0.150_d6_Re4.8e+02,,,13934.006246818286,13.576081994159802,0.1666567055,1.0,6,0.15,453.6055364988643,488.7681639966105,506.4387822182004,0,True,False
ergun_full_phi0.150_d6_Re8.6e+02,,,47539.09445146507,24.017048309331187,0.1666567055,1.0,6,0.15,494.4961241101853,864.665417593936,477.8777771686173,0,True,False
ergun_full_phi0.150_d6_Re1.6e+03,,,147372.4360831461,44.48784335145126,0.1666567055,1.0,6,0.15,446.77082715354175,1601.658086951128,460.7894086635163,0,True,False
ergun_full_phi0.150_d6_Re2.8e+03,,,474651.4042072877,82.07648272048682,0.1666567055,1.0,6,0.15,422.7547990192629,2954.9299852379536,451.6077024865452,0,True,False
ergun_full_phi0.150_d6_Re5.0e+03,,,1469123.7380190266,137.14508957161186,0.1666567055,1.0,6,0.15,468.6505181714737,4937.518325235771,447.2442327778216,0,True,False
ergun_full_phi0.150_d6_Re9.1e+03,,,5205939.706954479,252.2071966889881,0.1666567055,1.0,6,0.15,491.06098938426913,9080.001765269077,444.2772060346063,0,True,False
ergun_full_phi0.150_d6_Re1.6e+04,,,14859120.105402142,455.9252918468301,0.1666567055,1.0,6,0.15,428.9009161623488,16414.291539448324,442.6970305406349,0,True,False
ergun_full_phi0.150_d6_Re2.9e+04,,,45404685.89082851,806.9329245579269,0.1666567055,1.0,6,0.15,418.3859135640307,29051.3215944231,441.8460643318464,0,True,False
ergun_full_phi0.150_d6_Re5.3e+04,,,151775098.89380965,1413.9339222021154,0.1666567055,1.0,6,0.15,455.5054180192952,50904.66361830662,441.3715495670575,0,True,False
ergun_full_phi0.150_d6_Re9.5e+04,,,568071614.7661341,2691.32942327087,0.1666567055,1.0,6,0.15,470.5660823457806,96893.65028054763,441.07214647288254,0,True,False
ergun_full_phi0.150_d6_Re1.7e+05,,,1732463723.241845,4654.601029526063,0.1666567055,1.0,6,0.15,479.7892106070335,167575.65255696463,440.93236231953904,0,True,False
ergun_full_phi0.150_d6_Re3.1e+05,,,5739856549.189944,8497.455858362197,0.1666567055,1.0,6,0.15,476.9517587000655,305926.6952218324,440.84570415718224,0,True,False
ergun_full_phi0.150_d6_Re5.6e+05,,,16426544976.269424,15230.48376001572,0.1666567055,1.0,6,0.15,424.8837111174519,548330.187410877,440.7993023735824,0,True,False
ergun_full_phi0.150_d6_Re1.0e+06,,,60577727681.50101,27985.041433036207,0.1666567055,1.0,6,0.15,464.1008036831543,1007521.7081392338,440.7726121246045,0,True,False
ergun_full_phi0.150_d10_Re4.8e+02,,,3582.2617417578163,8.439960625145906,0.1666567055,1.0,10,0.15,502.8940228217047,506.4279051853636,504.1478136573837,0,True,False
ergun_full_phi0.150_d10_Re8.6e+02,,,9230.677080702764,14.425190366471128,0.1666567055,1.0,10,0.15,443.5988911201884,865.5631541012988,477.8392597326352,0,True,False
ergun_full_phi0.150_d10_Re1.6e+03,,,35695.563473697686,27.212914806733107,0.1666567055,1.0,10,0.15,482.0189560684634,1632.8724802935162,460.4061533792949,0,True,False
ergun_full_phi0.150_d10_Re2.8e+03,,,104978.49501113174,48.14289703913086,0.1666567055,1.0,10,0.15,452.9350201127055,2888.7464740583664,451.8566733431608,0,True,False
ergun_full_phi0.150_d10_Re5.0e+03,,,338917.8338077876,86.27667417999196,0.1666567055,1.0,10,0.15,455.3104636346124,5176.909859171071,446.9434972083322,0,True,False
ergun_full_phi0.150_d10_Re9.1e+03,,,1044260.0548363012,153.90713005608256,0.1666567055,1.0,10,0.15,440.85034593318153,9234.979750399696,444.2178583932968,0,True,False
ergun_full_phi0.150_d10_Re1.6e+04,,,3157311.570329725,260.2469855274599,0.1666567055,1.0,10,0.15,466.1718293560568,15615.752438323576,442.79706887721306,0,True,False
ergun_full_phi0.150_d10_Re2.9e+04,,,9321977.5737974,462.0592086307165,0.1666567055,1.0,10,0.15,436.6292177702877,27725.209570443385,441.8989325671912,0,True,False
ergun_full_phi0.150_d10_Re5.3e+04,,,32156144.089645248,876.1175056603915,0.1666567055,1.0,10,0.15,418.927866478713,52570.19230230682,441.3515642836044,0,True,False
