filename,dP_L,v,mu,rho,D,eps,f,Re,eps_rel,f_true,branch
moody_eps1.00e-06_Re3.00e+02,0.0095981642785836,0.0030113370876751,0.001,1000.0,0.1,1e-07,0.2116895543474163,301.13370876751827,1e-06,0.2125301755885768,laminar
moody_eps1.00e-06_Re3.41e+02,0.0111626825437609,0.0034773777375531,0.001,1000.0,0.1,1e-07,0.1846268375750637,347.73777375531535,1e-06,0.1840467295480916,laminar
moody_eps1.00e-06_Re3.88e+02,0.0123474295112495,0.0038169407203644,0.001,1000.0,0.1,1e-07,0.1695023489411505,381.6940720364491,1e-06,0.1676735498105625,laminar
moody_eps1.00e-06_Re4.41e+02,0.0150994162228724,0.0045863882635321,0.001,1000.0,0.1,1e-07,0.1435649809481455,458.6388263532139,1e-06,0.1395433537733487,laminar
moody_eps1.00e-06_Re5.01e+02,0.0151273213337918,0.0049101981778555,0.001,1000.0,0.1,1e-07,0.1254856273795801,491.0198177855574,1e-06,0.1303409713453778,laminar
moody_eps1.00e-06_Re5.70e+02,0.0179317383210095,0.0055967252177831,0.001,1000.0,0.1,1e-07,0.1144944455782205,559.6725217783145,1e-06,0.1143525856810785,laminar
moody_eps1.00e-06_Re6.48e+02,0.0192241928967474,0.0060471220984345,0.001,1000.0,0.1,1e-07,0.1051430657573395,604.7122098434594,1e-06,0.1058354684397187,laminar
moody_eps1.00e-06_Re7.37e+02,0.0222333268915233,0.0071022354411069,0.001,1000.0,0.1,1e-07,0.0881544659258009,710.2235441106906,1e-06,0.0901124730807648,laminar
moody_eps1.00e-06_Re8.38e+02,0.0261428169739779,0.008247520932472,0.001,1000.0,0.1,1e-07,0.0768662200987633,824.7520932472032,1e-06,0.0775990755573835,laminar
moody_eps1.00e-06_Re9.53e+02,0.031863752437248,0.0096508198047675,0.001,1000.0,0.1,1e-07,0.0684224311620017,965.081980476753,1e-06,0.0663156097561616,laminar
moody_eps1.00e-06_Re1.08e+03,0.0359970194300477,0.0107972495186549,0.001,1000.0,0.1,1e-07,0.0617547350150297,1079.724951865491,1e-06,0.0592743549080941,laminar
moody_eps1.00e-06_Re1.23e+03,0.0390694666158386,0.0120811350000645,0.001,1000.0,0.1,1e-07,0.053536749969669,1208.113500006453,1e-06,0.0529751550658594,laminar
moody_eps1.00e-06_Re1.40e+03,0.0462069300220635,0.0143989978236153,0.001,1000.0,0.1,1e-07,0.0445730731963165,1439.8997823615389,1e-06,0.0444475377967176,laminar
moody_eps1.00e-06_Re1.59e+03,0.0485067077273584,0.015583350108064,0.001,1000.0,0.1,1e-07,0.0399493887430842,1558.3350108064049,1e-06,0.0410694745072058,laminar
moody_eps1.32e-06_Re3.00e+02,0.0087076552563631,0.0028300215865678,0.001,1000.0,0.1,1.3197340148878117e-07,0.2174461516071057,283.0021586567844,1.3197340148878116e-06,0.2261466849007928,laminar
moody_eps1.32e-06_Re3.41e+02,0.0112605269272224,0.003524260863214,0.001,1000.0,0.1,1.3197340148878117e-07,0.1813228827035576,352.4260863214075,1.3197340148878116e-06,0.1815983619942166,laminar
moody_eps1.32e-06_Re3.88e+02,0.0129290139685201,0.003845968944731,0.001,1000.0,0.1,1.3197340148878117e-07,0.1748170768920104,384.59689447310825,1.3197340148878116e-06,0.1664079999597474,laminar
moody_eps1.32e-06_Re4.41e+02,0.0133441013501329,0.0042439454403745,0.001,1000.0,0.1,1.3197340148878117e-07,0.1481766402653799,424.3945440374514,1.3197340148878116e-06,0.150803069688738,laminar
moody_eps1.32e-06_Re5.01e+02,0.0161027434501399,0.0049443659174809,0.001,1000.0,0.1,1.3197340148878117e-07,0.1317372706040485,494.4365917480936,1.3197340148878116e-06,0.1294402579989606,laminar
moody_eps1.32e-06_Re5.70e+02,0.017561729889505,0.0055899694502324,0.001,1000.0,0.1,1.3197340148878117e-07,0.1124031339083643,558.9969450232466,1.3197340148878116e-06,0.1144907867024899,laminar
moody_eps1.32e-06_Re6.48e+02,0.0202106603624802,0.0061791388307927,0.001,1000.0,0.1,1.3197340148878117e-07,0.1058655342993277,617.9138830792709,1.3197340148878116e-06,0.1035743033981801,laminar
moody_eps1.32e-06_Re7.37e+02,0.0238272671130429,0.0075531983382963,0.001,1000.0,0.1,1.3197340148878117e-07,0.083529994206239,755.319833829636,1.3197340148878116e-06,0.0847323175342901,laminar
moody_eps1.32e-06_Re8.38e+02,0.0259328902301866,0.0084244705371443,0.001,1000.0,0.1,1.3197340148878117e-07,0.0730795199502638,842.447053714433,1.3197340148878116e-06,0.0759691659170954,laminar
moody_eps1.32e-06_Re9.53e+02,0.0313441890693385,0.0093984008726304,0.001,1000.0,0.1,1.3197340148878117e-07,0.0709707024310037,939.8400872630436,1.3197340148878116e-06,0.0680966909874824,laminar
moody_eps1.32e-06_Re1.08e+03,0.0373256629124887,0.0108831899175488,0.001,1000.0,0.1,1.3197340148878117e-07,0.0630267784945872,1088.318991754884,1.3197340148878116e-06,0.0588062879402681,laminar
moody_eps1.32e-06_Re1.23e+03,0.0391948180438505,0.0120369995617841,0.001,1000.0,0.1,1.3197340148878117e-07,0.05410310110148,1203.6999561784123,1.3197340148878116e-06,0.0531693963030384,laminar
moody_eps1.32e-06_Re1.40e+03,0.0453456691431568,0.0139320135947059,0.001,1000.0,0.1,1.3197340148878117e-07,0.046723786573285,1393.201359470599,1.3197340148878116e-06,0.0459373654532746,laminar
moody_eps1.32e-06_Re1.59e+03,0.0501293440747049,0.0159313948327334,0.001,1000.0,0.1,1.3197340148878117e-07,0.0395015753279184,1593.139483273347,1.3197340148878116e-06,0.0401722515021109,laminar
moody_eps1.74e-06_Re3.00e+02,0.0088883604979225,0.0029036423648957,0.001,1000.0,0.1,1.741697870051903e-07,0.2108460201074925,290.36423648957435,1.7416978700519029e-06,0.2204128193394021,laminar
