filename,dP_L,v,mu,rho,D,eps,f,Re,eps_rel,f_true,branch
moody_eps9.46e-03_Re8.46e+03,1.5840376124721196,0.0827578720288055,0.001,1000.0,0.1,0.0009463494675899,0.0462569352425872,8275.787202880556,0.0094634946758993,0.043522660497561,colebrook
moody_eps9.46e-03_Re9.62e+03,2.0103636830048552,0.0965790880779375,0.001,1000.0,0.1,0.0009463494675899,0.0431060695290382,9657.908807793752,0.0094634946758993,0.0427403382446893,colebrook
moody_eps9.46e-03_Re1.09e+04,2.4698105799794368,0.1092872177218257,0.001,1000.0,0.1,0.0009463494675899,0.0413575594823109,10928.721772182576,0.0094634946758993,0.0421771187727211,colebrook
moody_eps9.46e-03_Re1.24e+04,3.4289216792538766,0.1274679075619247,0.001,1000.0,0.1,0.0009463494675899,0.0422071324860254,12746.790756192471,0.0094634946758993,0.0415476780643347,colebrook
moody_eps9.46e-03_Re1.41e+04,4.320112416945227,0.1440830313023146,0.001,1000.0,0.1,0.0009463494675899,0.0416197406909787,14408.30313023146,0.0094634946758993,0.0410987885403011,colebrook
moody_eps9.46e-03_Re1.61e+04,4.836405020572684,0.1524607977176969,0.001,1000.0,0.1,0.0009463494675899,0.0416136953494572,15246.079771769691,0.0094634946758993,0.0409062562428407,colebrook
moody_eps9.46e-03_Re1.83e+04,6.668323459842036,0.1817048173126995,0.001,1000.0,0.1,0.0009463494675899,0.0403937125744134,18170.48173126995,0.0094634946758993,0.0403624868720352,colebrook
moody_eps9.46e-03_Re2.08e+04,9.07986868289481,0.2141940508095251,0.001,1000.0,0.1,0.0009463494675899,0.0395817284317915,21419.40508095251,0.0094634946758993,0.039920453057892,colebrook
moody_eps9.46e-03_Re2.37e+04,10.458428525627689,0.2277389749272469,0.001,1000.0,0.1,0.0009463494675899,0.0403293948458948,22773.897492724696,0.0094634946758993,0.0397709102328851,colebrook
moody_eps9.46e-03_Re2.69e+04,15.478739102838496,0.2861621478380953,0.001,1000.0,0.1,0.0009463494675899,0.0378043001136301,28616.214783809533,0.0094634946758993,0.0392790279299244,colebrook
moody_eps9.46e-03_Re3.06e+04,18.467572363265347,0.3088934542523269,0.001,1000.0,0.1,0.0009463494675899,0.0387099307625667,30889.34542523269,0.0094634946758993,0.0391352510598495,colebrook
moody_eps9.46e-03_Re3.48e+04,25.313250782751936,0.360863906450966,0.001,1000.0,0.1,0.0009463494675899,0.0388768460769963,36086.39064509661,0.0094634946758993,0.0388713772448537,colebrook
moody_eps9.46e-03_Re3.95e+04,26.38991905604458,0.3802813189775612,0.001,1000.0,0.1,0.0009463494675899,0.0364970758972274,38028.13189775613,0.0094634946758993,0.0387904545752237,colebrook
moody_eps9.46e-03_Re4.50e+04,42.41081644840006,0.4695188066537287,0.001,1000.0,0.1,0.0009463494675899,0.0384769503930252,46951.88066537288,0.0094634946758993,0.0385013660075513,colebrook
moody_eps9.46e-03_Re5.11e+04,47.74256401723793,0.499859927586067,0.001,1000.0,0.1,0.0009463494675899,0.0382154599414923,49985.9927586067,0.0094634946758993,0.0384257408125624,colebrook
moody_eps9.46e-03_Re5.81e+04,63.08462727959311,0.5812353600252134,0.001,1000.0,0.1,0.0009463494675899,0.0373464634969145,58123.53600252134,0.0094634946758993,0.0382606638515584,colebrook
moody_eps9.46e-03_Re6.61e+04,84.00844141297839,0.6565228497735416,0.001,1000.0,0.1,0.0009463494675899,0.0389810228913303,65652.28497735415,0.0094634946758993,0.0381433458996218,colebrook
moody_eps9.46e-03_Re7.52e+04,102.96776569352988,0.7237639112045519,0.001,1000.0,0.1,0.0009463494675899,0.0393131131408488,72376.39112045518,0.0094634946758993,0.038058661341175,colebrook
moody_eps9.46e-03_Re8.55e+04,134.37878340417515,0.8384758384771199,0.001,1000.0,0.1,0.0009463494675899,0.0382278255594712,83847.58384771198,0.0094634946758993,0.0379448257389189,colebrook
moody_eps9.46e-03_Re9.72e+04,189.26483843144328,1.0158595953327856,0.001,1000.0,0.1,0.0009463494675899,0.0366802730416307,101585.95953327855,0.0094634946758993,0.0378184441845632,colebrook
moody_eps9.46e-03_Re1.10e+05,233.17402522397276,1.1038017904195283,0.001,1000.0,0.1,0.0009463494675899,0.0382761261448731,110380.17904195284,0.0094634946758993,0.0377705809821363,colebrook
moody_eps9.46e-03_Re1.26e+05,306.84944471299514,1.2916861948992446,0.001,1000.0,0.1,0.0009463494675899,0.0367825048870549,129168.61948992444,0.0094634946758993,0.0376898245520836,colebrook
moody_eps9.46e-03_Re1.43e+05,395.0897715999011,1.491943947412142,0.001,1000.0,0.1,0.0009463494675899,0.0354993800122019,149194.3947412142,0.0094634946758993,0.0376258431295797,colebrook
